-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
-0.23895,-0.96439,-2.0523,-3.49,-5.1866,-7.1898,-9.4418,-11.814,-14.25,-16.675,-19.148,-21.871,-24.687,-27.475,-30.781,-34.046,-37.858,-41.718,-46.222,-51.276,-56.22,-61.2,-66.261,-71.249,-76.144,-81.191,-86.222,-91.406,-96.766,-102.25,-107.66,-112.99,-118.17,-123.3,-127.65,-131.38,-134.8,-138.03,-141.41,-144.45,-147.71,-151.55,-156.14,-160.45,-164.9,-169.29,-173.61,-178.3,-183.15
